Instance type,Instance family,Instance size,Availability zones,Free tier eligible,Free Trial available,Bare metal,Hypervisor,vCPUs,Architecture,Cores,Valid cores,Threads per core,Valid threads per core,Sustained clock speed (GHz),Memory (GiB),Storage (GB),Local instance storage,Storage type,Storage disk count,EBS encryption support,EBS optimization support,Network performance,ENA support,Maximum number of network interfaces,IPv4 addresses per interface,IPv6 addresses per interface,IPv6 support,Supported placement group strategies,GPUs,FPGAs,Auto Recovery support,Reboot migration support,Supported root device types,Dedicated Host support,On-Demand Hibernation support,Burstable Performance support,Current generation,EBS Baseline Bandwidth (Mbps),EBS Baseline IOPS,EBS Baseline Throughput (MB/s),EBS Maximum Bandwidth (Mbps),EBS Maximum IOPS,EBS Maximum Throughput (MB/s),On-Demand Windows pricing,On-Demand Linux pricing,On-Demand SUSE pricing,On-Demand RHEL pricing,On-Demand Ubuntu Pro pricing,ENA Express support,ENA queues support
r7a.medium,r7a,medium,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,1,x86_64,1,-,1,-,3.7,8,0,-,-,0,supported,default,Up to 12.5 Gigabit,required,2,4,4,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,325,2500,40.625,10000,40000,1250,0.12208 USD per Hour,0.07608 USD per Hour,0.13238 USD per Hour,0.09048 USD per Hour,0.07783 USD per Hour,false,false
c6a.large,c6a,large,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,2,x86_64,1,1,2,"1,2",3.6,4,0,-,-,0,supported,default,Up to 12.5 Gigabit,required,3,10,10,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,650,3600,81.25,10000,40000,1250,0.1685 USD per Hour,0.0765 USD per Hour,0.1328 USD per Hour,0.1053 USD per Hour,0.08 USD per Hour,false,false
c6gd.large,c6gd,large,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,2,arm64,2,"1,2",1,1,2.5,4,118,true,ssd,1,supported,default,Up to 10 Gigabit,required,3,10,10,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,630,3600,78.75,4750,20000,593.75,-,0.0768 USD per Hour,0.1331 USD per Hour,0.1056 USD per Hour,0.0803 USD per Hour,false,false
m6g.large,m6g,large,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,2,arm64,2,"1,2",1,1,2.5,8,0,-,-,0,supported,default,Up to 10 Gigabit,required,3,10,10,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,630,3600,78.75,4750,20000,593.75,-,0.077 USD per Hour,0.1333 USD per Hour,0.1058 USD per Hour,0.0805 USD per Hour,false,false
c5a.large,c5a,large,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,2,x86_64,1,1,2,"1,2",3.3,4,0,-,-,0,supported,default,Up to 10 Gigabit,required,3,10,10,true,"cluster, partition, spread",0,0,true,supported,ebs,-,-,-,true,200,800,25,3170,13300,396.25,0.169 USD per Hour,0.077 USD per Hour,0.133 USD per Hour,0.106 USD per Hour,0.081 USD per Hour,false,false
c8g.large,c8g,large,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,2,arm64,2,"1,2",1,1,2.8,4,0,-,-,0,supported,default,Up to 12.5 Gigabit,required,3,10,10,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,630,3600,78.75,10000,40000,1250,-,0.07976 USD per Hour,0.13606 USD per Hour,0.10856 USD per Hour,0.08326 USD per Hour,false,false
r8a.medium,r8a,medium,"us-east-1b, us-east-1c, us-east-1d",false,false,false,nitro,1,x86_64,1,1,1,1,4.5,8,0,-,-,0,supported,default,Up to 12.5 Gigabit,required,2,4,4,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,325,2500,40.625,10000,40000,1250,0.12588 USD per Hour,0.07988 USD per Hour,0.13618 USD per Hour,0.09428 USD per Hour,0.08163 USD per Hour,false,true
m7g.large,m7g,large,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,2,arm64,2,"1,2",1,1,2.6,8,0,-,-,0,supported,default,Up to 12.5 Gigabit,required,3,10,10,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,630,3600,78.75,10000,40000,1250,-,0.0816 USD per Hour,0.1379 USD per Hour,0.1104 USD per Hour,0.0851 USD per Hour,false,false
t3.large,t3,large,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,2,x86_64,1,1,2,"1,2",2.5,8,0,-,-,0,supported,default,Up to 5 Gigabit,required,3,12,12,true,"partition, spread",0,0,true,supported,ebs,true,true,true,true,695,4000,86.875,2780,15700,347.5,0.1108 USD per Hour,0.0832 USD per Hour,0.1395 USD per Hour,0.112 USD per Hour,0.0867 USD per Hour,false,false
x2gd.medium,x2gd,medium,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,1,arm64,1,-,1,-,2.5,16,59,true,ssd,1,supported,default,Up to 10 Gigabit,required,2,4,4,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,315,2500,39.375,4750,20000,593.75,-,0.0835 USD per Hour,0.1145 USD per Hour,0.0979 USD per Hour,0.0853 USD per Hour,false,false
c7i-flex.large,c7i-flex,large,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",true,false,false,nitro,2,x86_64,1,1,2,"1,2",3.2,4,0,-,-,0,supported,default,Up to 12.5 Gigabit,required,3,10,10,true,"partition, spread",0,0,true,supported,ebs,-,true,-,true,312,2500,39.0625,10000,40000,1250,0.17219 USD per Hour,0.08479 USD per Hour,0.14109 USD per Hour,0.11359 USD per Hour,0.08829 USD per Hour,false,false
c6i.large,c6i,large,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,2,x86_64,1,1,2,"1,2",3.5,4,0,-,-,0,supported,default,Up to 12.5 Gigabit,required,3,10,10,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,650,3600,81.25,10000,40000,1250,0.177 USD per Hour,0.085 USD per Hour,0.1413 USD per Hour,0.1138 USD per Hour,0.0885 USD per Hour,false,true
c5.large,c5,large,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,2,x86_64,1,1,2,"1,2",3.4,4,0,-,-,0,supported,default,Up to 10 Gigabit,required,3,10,10,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,650,4000,81.25,4750,20000,593.75,0.177 USD per Hour,0.085 USD per Hour,0.141 USD per Hour,0.114 USD per Hour,0.089 USD per Hour,false,false
m5a.large,m5a,large,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,2,x86_64,1,1,2,"1,2",2.5,8,0,-,-,0,supported,default,Up to 10 Gigabit,required,3,10,10,true,"cluster, partition, spread",0,0,true,supported,ebs,-,true,-,true,650,3600,81.25,2880,16000,360,0.178 USD per Hour,0.086 USD per Hour,0.142 USD per Hour,0.115 USD per Hour,0.09 USD per Hour,false,false
c5ad.large,c5ad,large,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,2,x86_64,1,1,2,"1,2",3.3,4,75,true,ssd,1,supported,default,Up to 10 Gigabit,required,3,10,10,true,"cluster, partition, spread",0,0,-,unsupported,ebs,-,-,-,true,200,800,25,3170,13300,396.25,0.178 USD per Hour,0.086 USD per Hour,0.142 USD per Hour,0.115 USD per Hour,0.09 USD per Hour,false,false
m6a.large,m6a,large,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,2,x86_64,1,1,2,"1,2",3.6,8,0,-,-,0,supported,default,Up to 12.5 Gigabit,required,3,10,10,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,650,3600,81.25,10000,40000,1250,0.1784 USD per Hour,0.0864 USD per Hour,0.1427 USD per Hour,0.1152 USD per Hour,0.0899 USD per Hour,false,false
c6gn.large,c6gn,large,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,2,arm64,2,"1,2",1,1,2.5,4,0,-,-,0,supported,default,Up to 25 Gigabit,required,3,10,10,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,false,1235,5000,154.375,9500,40000,1187.5,-,0.0864 USD per Hour,0.1427 USD per Hour,0.1152 USD per Hour,0.0899 USD per Hour,false,false
m1.medium,m1,medium,"us-east-1a, us-east-1b, us-east-1c, us-east-1d",false,false,false,xen,1,"i386, x86_64",1,-,1,-,,3.7,410,true,hdd,1,supported,unsupported,Moderate,unsupported,2,6,0,-,"partition, spread",0,0,-,unsupported,"ebs, instance-store",-,-,-,false,0,0,0,0,0,0,0.149 USD per Hour,0.087 USD per Hour,0.187 USD per Hour,0.101 USD per Hour,-,false,false
c8i-flex.large,c8i-flex,large,"us-east-1b, us-east-1c, us-east-1d",false,false,false,nitro,2,x86_64,1,1,2,"1,2",3.9,4,0,-,-,0,supported,default,Up to 12.5 Gigabit,required,3,20,20,true,"partition, spread",0,0,true,supported,ebs,-,true,-,true,315,2500,39.375,10000,40000,1250,0.17642 USD per Hour,0.08902 USD per Hour,0.14532 USD per Hour,0.11782 USD per Hour,0.09252 USD per Hour,false,true
c7i.large,c7i,large,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,2,x86_64,1,1,2,"1,2",3.2,4,0,-,-,0,supported,default,Up to 12.5 Gigabit,required,3,10,10,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,650,3600,81.25,10000,40000,1250,0.18125 USD per Hour,0.08925 USD per Hour,0.14555 USD per Hour,0.11805 USD per Hour,0.09275 USD per Hour,false,false
m8g.large,m8g,large,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,2,arm64,2,"1,2",1,1,2.8,8,0,-,-,0,supported,default,Up to 12.5 Gigabit,required,3,10,10,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,630,3600,78.75,10000,40000,1250,-,0.08976 USD per Hour,0.14606 USD per Hour,0.11856 USD per Hour,0.09326 USD per Hour,false,false
m6gd.large,m6gd,large,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,2,arm64,2,"1,2",1,1,2.5,8,118,true,ssd,1,supported,default,Up to 10 Gigabit,required,3,10,10,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,630,3600,78.75,4750,20000,593.75,-,0.0904 USD per Hour,0.1467 USD per Hour,0.1192 USD per Hour,0.0939 USD per Hour,false,false
c7gd.large,c7gd,large,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,2,arm64,2,"1,2",1,1,2.6,4,118,true,ssd,1,supported,default,Up to 12.5 Gigabit,required,3,10,10,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,630,3600,78.75,10000,40000,1250,-,0.0907 USD per Hour,0.147 USD per Hour,0.1195 USD per Hour,0.0942 USD per Hour,false,false
r8gb.medium,r8gb,medium,"us-east-1b, us-east-1c, us-east-1d",false,false,false,nitro,1,arm64,1,-,1,-,2.8,8,0,-,-,0,supported,default,Up to 16.66 Gigabit,required,2,4,4,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,1562,7500,195.3125,25000,120000,3125,-,0.09109 USD per Hour,0.14739 USD per Hour,0.10549 USD per Hour,0.09284 USD per Hour,false,true
r8gn.medium,r8gn,medium,"us-east-1b, us-east-1c, us-east-1d",false,false,false,nitro,1,arm64,1,-,1,-,2.8,8,0,-,-,0,supported,default,Up to 25 Gigabit,required,2,4,4,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,760,2500,95,10000,40000,1250,-,0.0911 USD per Hour,0.1474 USD per Hour,0.1055 USD per Hour,0.0928 USD per Hour,false,true
t2.large,t2,large,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1e, us-east-1f",false,false,false,xen,2,x86_64,2,-,1,-,2.3,8,0,-,-,0,supported,unsupported,Low to Moderate,unsupported,3,12,12,true,"partition, spread",0,0,true,supported,ebs,-,true,true,true,0,0,0,0,0,0,0.1208 USD per Hour,0.0928 USD per Hour,0.1928 USD per Hour,0.1216 USD per Hour,0.0963 USD per Hour,false,false
c8i.large,c8i,large,"us-east-1b, us-east-1c, us-east-1d",false,false,false,nitro,2,x86_64,1,1,2,"1,2",3.9,4,0,-,-,0,supported,default,Up to 12.5 Gigabit,required,3,20,20,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,650,3600,81.25,10000,40000,1250,0.18571 USD per Hour,0.09371 USD per Hour,0.15001 USD per Hour,0.12251 USD per Hour,0.09721 USD per Hour,false,true
m7i-flex.large,m7i-flex,large,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",true,false,false,nitro,2,x86_64,1,1,2,"1,2",3.2,8,0,-,-,0,supported,default,Up to 12.5 Gigabit,required,3,10,10,true,"partition, spread",0,0,true,supported,ebs,-,true,-,true,312,2500,39.0625,10000,40000,1250,0.18316 USD per Hour,0.09576 USD per Hour,0.15206 USD per Hour,0.12456 USD per Hour,0.09926 USD per Hour,false,false
c5d.large,c5d,large,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,2,x86_64,1,1,2,"1,2",3.4,4,50,true,ssd,1,supported,default,Up to 10 Gigabit,required,3,10,10,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,650,4000,81.25,4750,20000,593.75,0.188 USD per Hour,0.096 USD per Hour,0.152 USD per Hour,0.125 USD per Hour,0.1 USD per Hour,false,false
m6i.large,m6i,large,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,2,x86_64,1,1,2,"1,2",3.5,8,0,-,-,0,supported,default,Up to 12.5 Gigabit,required,3,10,10,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,false,650,3600,81.25,10000,40000,1250,0.188 USD per Hour,0.096 USD per Hour,0.1523 USD per Hour,0.1248 USD per Hour,0.0995 USD per Hour,false,true
m5.large,m5,large,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,2,x86_64,1,1,2,"1,2",3.1,8,0,-,-,0,supported,default,Up to 10 Gigabit,required,3,10,10,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,650,3600,81.25,4750,18750,593.75,0.188 USD per Hour,0.096 USD per Hour,0.152 USD per Hour,0.125 USD per Hour,0.1 USD per Hour,false,false
x8g.medium,x8g,medium,"us-east-1a, us-east-1b, us-east-1c, us-east-1d",false,false,false,nitro,1,arm64,1,-,1,-,2.8,16,0,-,-,0,supported,default,Up to 12.5 Gigabit,required,2,4,4,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,true,315,2500,39.375,10000,40000,1250,-,0.0977 USD per Hour,0.154 USD per Hour,0.1121 USD per Hour,0.09945 USD per Hour,false,false
c8gd.large,c8gd,large,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,2,arm64,2,"1,2",1,1,2.8,4,118,true,ssd,1,supported,default,Up to 12.5 Gigabit,required,3,10,10,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,630,3600,78.75,10000,40000,1250,-,0.09798 USD per Hour,0.15428 USD per Hour,0.12678 USD per Hour,0.10148 USD per Hour,false,false
c4.large,c4,large,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1e, us-east-1f",false,false,false,xen,2,x86_64,1,1,2,"1,2",2.9,3.75,0,-,-,0,supported,default,Moderate,unsupported,3,10,10,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,false,500,4000,62.5,500,4000,62.5,0.192 USD per Hour,0.1 USD per Hour,0.2 USD per Hour,0.129 USD per Hour,0.104 USD per Hour,false,false
m4.large,m4,large,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1e, us-east-1f",false,false,false,xen,2,x86_64,1,1,2,"1,2",2.4,8,0,-,-,0,supported,default,Moderate,unsupported,2,10,10,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,false,450,3600,56.25,450,3600,56.25,0.192 USD per Hour,0.1 USD per Hour,0.2 USD per Hour,0.1288 USD per Hour,0.1035 USD per Hour,false,false
m8i-flex.large,m8i-flex,large,"us-east-1b, us-east-1c, us-east-1d",false,false,false,nitro,2,x86_64,1,1,2,"1,2",3.9,8,0,-,-,0,supported,default,Up to 12.5 Gigabit,required,3,20,20,true,"partition, spread",0,0,true,supported,ebs,-,true,-,true,315,2500,39.375,10000,40000,1250,0.18795 USD per Hour,0.10055 USD per Hour,0.15685 USD per Hour,0.12935 USD per Hour,0.10405 USD per Hour,false,true
r6g.large,r6g,large,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,2,arm64,2,"1,2",1,1,2.5,16,0,-,-,0,supported,default,Up to 10 Gigabit,required,3,10,10,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,630,3600,78.75,4750,20000,593.75,-,0.1008 USD per Hour,0.1571 USD per Hour,0.1296 USD per Hour,0.1043 USD per Hour,false,false
c6id.large,c6id,large,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,2,x86_64,1,1,2,"1,2",3.5,4,118,true,ssd,1,supported,default,Up to 12.5 Gigabit,required,3,10,10,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,650,3600,81.25,10000,40000,1250,0.1928 USD per Hour,0.1008 USD per Hour,0.1571 USD per Hour,0.1296 USD per Hour,0.1043 USD per Hour,false,true
m7i.large,m7i,large,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,2,x86_64,1,1,2,"1,2",3.2,8,0,-,-,0,supported,default,Up to 12.5 Gigabit,required,3,10,10,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,650,3600,81.25,10000,40000,1250,0.1928 USD per Hour,0.1008 USD per Hour,0.1571 USD per Hour,0.1296 USD per Hour,0.1043 USD per Hour,false,false
a1.xlarge,a1,xlarge,"us-east-1b, us-east-1c, us-east-1d",false,false,false,nitro,4,arm64,4,-,1,-,2.3,8,0,-,-,0,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,false,800,6000,100,3500,20000,437.5,-,0.102 USD per Hour,0.1583 USD per Hour,0.1596 USD per Hour,-,false,false
