Instance type,Instance family,Instance size,Availability zones,Free tier eligible,Free Trial available,Bare metal,Hypervisor,vCPUs,Architecture,Cores,Valid cores,Threads per core,Valid threads per core,Sustained clock speed (GHz),Memory (GiB),Storage (GB),Local instance storage,Storage type,Storage disk count,EBS encryption support,EBS optimization support,Network performance,ENA support,Maximum number of network interfaces,IPv4 addresses per interface,IPv6 addresses per interface,IPv6 support,Supported placement group strategies,GPUs,FPGAs,Auto Recovery support,Reboot migration support,Supported root device types,Dedicated Host support,On-Demand Hibernation support,Burstable Performance support,Current generation,EBS Baseline Bandwidth (Mbps),EBS Baseline IOPS,EBS Baseline Throughput (MB/s),EBS Maximum Bandwidth (Mbps),EBS Maximum IOPS,EBS Maximum Throughput (MB/s),On-Demand Windows pricing,On-Demand Linux pricing,On-Demand SUSE pricing,On-Demand RHEL pricing,On-Demand Ubuntu Pro pricing,ENA Express support,ENA queues support
m5ad.2xlarge,m5ad,2xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,8,x86_64,4,"2,4",2,"1,2",2.2,32,300,true,ssd,1,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,-,unsupported,ebs,-,true,-,true,1580,8333,197.5,2880,16000,360,0.78 USD per Hour,0.412 USD per Hour,0.537 USD per Hour,0.527 USD per Hour,0.426 USD per Hour,false,false
c3.2xlarge,c3,2xlarge,"us-east-1b, us-east-1c, us-east-1d, us-east-1e",false,false,false,xen,8,x86_64,4,"1,2,3,4",2,"1,2",2.8,15,160,true,ssd,2,supported,supported,High,unsupported,4,15,15,true,"cluster, partition, spread",0,0,true,unsupported,"ebs, instance-store",true,true,-,false,1000,8000,125,1000,8000,125,0.752 USD per Hour,0.42 USD per Hour,0.52 USD per Hour,0.535 USD per Hour,-,false,false
g5g.xlarge,g5g,xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d",false,false,false,nitro,4,arm64,4,"1,2,3,4",1,1,2.5,8,0,-,-,0,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",1,0,true,supported,ebs,-,-,-,true,1188,6000,148.5,4750,20000,593.75,-,0.42 USD per Hour,0.4763 USD per Hour,0.4776 USD per Hour,0.427 USD per Hour,false,false
m8i.2xlarge,m8i,2xlarge,"us-east-1b, us-east-1c, us-east-1d",false,false,false,nitro,8,x86_64,4,"1,2,3,4",2,"1,2",3.9,32,0,-,-,0,supported,default,Up to 15 Gigabit,required,4,30,30,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,2500,12000,312.5,10000,40000,1250,0.79136 USD per Hour,0.42336 USD per Hour,0.54836 USD per Hour,0.53856 USD per Hour,0.43736 USD per Hour,false,true
m7gd.2xlarge,m7gd,2xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,8,arm64,8,"1,2,3,4,5,6,7,8",1,1,2.6,32,474,true,ssd,1,supported,default,Up to 15 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,2500,12000,312.5,10000,40000,1250,-,0.4271 USD per Hour,0.5521 USD per Hour,0.5423 USD per Hour,0.4411 USD per Hour,false,false
r7g.2xlarge,r7g,2xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,8,arm64,8,"1,2,3,4,5,6,7,8",1,1,2.6,64,0,-,-,0,supported,default,Up to 15 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,2500,12000,312.5,10000,40000,1250,-,0.4284 USD per Hour,0.5534 USD per Hour,0.5436 USD per Hour,0.4424 USD per Hour,false,false
c8a.2xlarge,c8a,2xlarge,"us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,8,x86_64,8,"1,2,3,4,5,6,7,8",1,1,4.5,16,0,-,-,0,supported,default,Up to 15 Gigabit,required,4,40,40,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,2500,12000,312.5,10000,40000,1250,0.79908 USD per Hour,0.43108 USD per Hour,0.55608 USD per Hour,0.54628 USD per Hour,0.44508 USD per Hour,false,true
c5n.2xlarge,c5n,2xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,8,x86_64,4,"2,4",2,"1,2",3.4,21,0,-,-,0,supported,default,Up to 25 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,true,2300,10000,287.5,4750,20000,593.75,0.8 USD per Hour,0.432 USD per Hour,0.557 USD per Hour,0.547 USD per Hour,0.446 USD per Hour,false,false
r5a.2xlarge,r5a,2xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,8,x86_64,4,"2,4",2,"1,2",2.5,64,0,-,-,0,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,-,true,-,true,1580,8333,197.5,2880,16000,360,0.82 USD per Hour,0.452 USD per Hour,0.577 USD per Hour,0.567 USD per Hour,0.466 USD per Hour,false,false
m5d.2xlarge,m5d,2xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,8,x86_64,4,"2,4",2,"1,2",3.1,32,300,true,ssd,1,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,2300,12000,287.5,4750,18750,593.75,0.82 USD per Hour,0.452 USD per Hour,0.552 USD per Hour,0.567 USD per Hour,0.466 USD per Hour,false,false
i3en.xlarge,i3en,xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,4,x86_64,2,"1,2",2,"1,2",3.1,32,2500,true,ssd,1,supported,default,Up to 25 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,1153,6000,144.2,4750,20000,593.75,0.636 USD per Hour,0.452 USD per Hour,0.508 USD per Hour,0.51 USD per Hour,0.459 USD per Hour,false,false
r6a.2xlarge,r6a,2xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,8,x86_64,4,"1,2,3,4",2,"1,2",3.6,64,0,-,-,0,supported,default,Up to 12.5 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,2500,12000,312.5,10000,40000,1250,0.8216 USD per Hour,0.4536 USD per Hour,0.5786 USD per Hour,0.5688 USD per Hour,0.4676 USD per Hour,false,false
c6in.2xlarge,c6in,2xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,8,x86_64,4,"1,2,3,4",2,"1,2",3.5,16,0,-,-,0,supported,default,Up to 40 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,6250,25000,781.25,25000,100000,3125,0.8216 USD per Hour,0.4536 USD per Hour,0.5786 USD per Hour,0.5688 USD per Hour,0.4676 USD per Hour,false,true
r6gd.2xlarge,r6gd,2xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,8,arm64,8,"1,2,3,4,5,6,7,8",1,1,2.5,64,474,true,ssd,1,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,2375,12000,296.875,4750,20000,593.75,-,0.4608 USD per Hour,0.5858 USD per Hour,0.576 USD per Hour,0.4748 USD per Hour,false,false
m8gd.2xlarge,m8gd,2xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,8,arm64,8,"1,2,3,4,5,6,7,8",1,1,2.8,32,474,true,ssd,1,supported,default,Up to 15 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,2500,12000,312.5,10000,40000,1250,-,0.46128 USD per Hour,0.58628 USD per Hour,0.57648 USD per Hour,0.47528 USD per Hour,false,false
m7a.2xlarge,m7a,2xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,8,x86_64,8,"1,2,3,4,5,6,7,8",1,1,3.7,32,0,-,-,0,supported,default,Up to 12.5 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,2500,12000,312.5,10000,40000,1250,0.83168 USD per Hour,0.46368 USD per Hour,0.58868 USD per Hour,0.57888 USD per Hour,0.47768 USD per Hour,false,false
h1.2xlarge,h1,2xlarge,"us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,xen,8,x86_64,4,"1,2,3,4",2,"1,2",2.3,32,2000,true,hdd,1,supported,default,Up to 10 Gigabit,supported,4,15,15,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,-,-,true,1750,12000,218.75,1750,12000,218.75,0.836 USD per Hour,0.468 USD per Hour,0.568 USD per Hour,0.583 USD per Hour,-,false,false
r8g.2xlarge,r8g,2xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,8,arm64,8,"1,2,3,4,5,6,7,8",1,1,2.8,64,0,-,-,0,supported,default,Up to 15 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,2500,12000,312.5,10000,40000,1250,-,0.47128 USD per Hour,0.59628 USD per Hour,0.58648 USD per Hour,0.48528 USD per Hour,false,false
c8gn.2xlarge,c8gn,2xlarge,"us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,8,arm64,8,"1,2,3,4,5,6,7,8",1,1,2.8,16,0,-,-,0,supported,default,Up to 50 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,5000,20000,625,10000,40000,1250,-,0.474 USD per Hour,0.599 USD per Hour,0.5892 USD per Hour,0.488 USD per Hour,false,true
c8gb.2xlarge,c8gb,2xlarge,"us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,8,arm64,8,"1,2,3,4,5,6,7,8",1,1,2.8,16,0,-,-,0,supported,default,Up to 33.33 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,12500,60000,1562.5,25000,120000,3125,-,0.474 USD per Hour,0.599 USD per Hour,0.5892 USD per Hour,0.488 USD per Hour,false,true
m6id.2xlarge,m6id,2xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,8,x86_64,4,"2,4",2,"1,2",3.5,32,474,true,ssd,1,supported,default,Up to 12.5 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,2500,12000,312.5,10000,40000,1250,0.8426 USD per Hour,0.4746 USD per Hour,0.5996 USD per Hour,0.5898 USD per Hour,0.4886 USD per Hour,false,true
i8ge.xlarge,i8ge,xlarge,"us-east-1b, us-east-1c, us-east-1d",false,false,false,nitro,4,arm64,4,"1,2,3,4",1,1,2.8,32,2500,true,ssd,1,supported,default,Up to 25 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,1250,5000,156.25,10000,40000,1250,-,0.4746 USD per Hour,0.5309 USD per Hour,0.5322 USD per Hour,0.4816 USD per Hour,false,true
g6f.2xlarge,g6f,2xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d",false,false,false,nitro,8,x86_64,4,"1,2,3,4",2,"1,2",3.4,32,200,true,ssd,1,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,-,unsupported,ebs,-,-,-,true,2000,8000,250,5000,20000,625,0.843 USD per Hour,0.475 USD per Hour,0.6 USD per Hour,0.5902 USD per Hour,0.489 USD per Hour,false,false
m5n.2xlarge,m5n,2xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,8,x86_64,4,"2,4",2,"1,2",3.1,32,0,-,-,0,supported,default,Up to 25 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,true,2300,12000,287.5,4750,18750,593.75,0.844 USD per Hour,0.476 USD per Hour,0.601 USD per Hour,0.591 USD per Hour,0.49 USD per Hour,false,false
m8a.2xlarge,m8a,2xlarge,"us-east-1b, us-east-1c, us-east-1d",false,false,false,nitro,8,x86_64,8,"1,2,3,4,5,6,7,8",1,1,4.5,32,0,-,-,0,supported,default,Up to 15 Gigabit,required,4,40,40,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,2500,12000,312.5,10000,40000,1250,0.85488 USD per Hour,0.48688 USD per Hour,0.61188 USD per Hour,0.60208 USD per Hour,0.50088 USD per Hour,false,true
m2.2xlarge,m2,2xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d",false,false,false,xen,4,x86_64,4,"1,2,3,4",1,1,,34.2,850,true,hdd,1,supported,supported,Moderate,unsupported,4,30,0,-,"partition, spread",0,0,-,unsupported,"ebs, instance-store",-,-,-,false,500,4000,62.5,500,4000,62.5,0.69 USD per Hour,0.49 USD per Hour,0.59 USD per Hour,0.55 USD per Hour,-,false,false
d3.xlarge,d3,xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d",false,false,false,nitro,4,x86_64,2,"1,2",2,"1,2",3.1,32,5940,true,hdd,3,supported,default,Up to 15 Gigabit,required,4,3,3,true,"cluster, partition, spread",0,0,-,unsupported,ebs,-,-,-,true,850,5000,106.25,2800,15000,350,0.683 USD per Hour,0.499 USD per Hour,0.556 USD per Hour,0.557 USD per Hour,0.506 USD per Hour,false,false
c7gn.2xlarge,c7gn,2xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,8,arm64,8,"1,2,3,4,5,6,7,8",1,1,2.6,16,0,-,-,0,supported,default,Up to 50 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,4167,16667,520.875,10000,40000,1250,-,0.4992 USD per Hour,0.6242 USD per Hour,0.6144 USD per Hour,0.5132 USD per Hour,false,false
r5.2xlarge,r5,2xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,8,x86_64,4,"2,4",2,"1,2",3.1,64,0,-,-,0,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,2300,12000,287.5,4750,18750,593.75,0.872 USD per Hour,0.504 USD per Hour,0.629 USD per Hour,0.619 USD per Hour,0.518 USD per Hour,false,false
r6i.2xlarge,r6i,2xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,8,x86_64,4,"2,4",2,"1,2",3.5,64,0,-,-,0,supported,default,Up to 12.5 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,false,2500,12000,312.5,10000,40000,1250,0.872 USD per Hour,0.504 USD per Hour,0.629 USD per Hour,0.6192 USD per Hour,0.518 USD per Hour,false,true
i7ie.xlarge,i7ie,xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,4,x86_64,2,"1,2",2,"1,2",3.6,32,2500,true,ssd,1,supported,default,Up to 25 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,1250,5000,156.25,10000,40000,1250,0.7038 USD per Hour,0.5198 USD per Hour,0.5761 USD per Hour,0.5774 USD per Hour,0.5268 USD per Hour,false,false
c1.xlarge,c1,xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d",false,false,false,xen,8,x86_64,8,-,1,-,,7,1680,true,hdd,4,supported,supported,High,unsupported,4,15,0,-,"partition, spread",0,0,-,unsupported,"ebs, instance-store",-,-,-,false,1000,8000,125,1000,8000,125,0.84 USD per Hour,0.52 USD per Hour,0.62 USD per Hour,0.64 USD per Hour,-,false,false
r5ad.2xlarge,r5ad,2xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,8,x86_64,4,"2,4",2,"1,2",2.2,64,300,true,ssd,1,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,-,unsupported,ebs,-,true,-,true,1580,8333,197.5,2880,16000,360,0.892 USD per Hour,0.524 USD per Hour,0.649 USD per Hour,0.639 USD per Hour,0.538 USD per Hour,false,false
g4dn.xlarge,g4dn,xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,4,x86_64,2,2,2,"1,2",2.5,16,125,true,ssd,1,supported,default,Up to 25 Gigabit,required,3,10,10,true,"cluster, partition, spread",1,0,-,unsupported,ebs,-,-,-,true,950,3000,118.75,3500,20000,437.5,0.71 USD per Hour,0.526 USD per Hour,0.582 USD per Hour,0.584 USD per Hour,0.533 USD per Hour,false,false
d3en.xlarge,d3en,xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d",false,false,false,nitro,4,x86_64,2,"1,2",2,"1,2",3.1,16,27960,true,hdd,2,supported,default,Up to 25 Gigabit,required,4,3,3,true,"cluster, partition, spread",0,0,-,unsupported,ebs,-,-,-,true,850,5000,106.25,2800,15000,350,0.71 USD per Hour,0.526 USD per Hour,0.582 USD per Hour,0.583 USD per Hour,0.533 USD per Hour,false,false
r8i-flex.2xlarge,r8i-flex,2xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d",false,false,false,nitro,8,x86_64,4,"1,2,3,4",2,"1,2",3.9,64,0,-,-,0,supported,default,Up to 15 Gigabit,required,4,30,30,true,"partition, spread",0,0,true,supported,ebs,-,true,-,true,1250,6000,156.25,10000,40000,1250,0.87748 USD per Hour,0.52788 USD per Hour,0.65288 USD per Hour,0.64308 USD per Hour,0.54188 USD per Hour,false,true
r7i.2xlarge,r7i,2xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,8,x86_64,4,"1,2,3,4",2,"1,2",3.2,64,0,-,-,0,supported,default,Up to 12.5 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,2500,12000,312.5,10000,40000,1250,0.8972 USD per Hour,0.5292 USD per Hour,0.6542 USD per Hour,0.6444 USD per Hour,0.5432 USD per Hour,false,false
r4.2xlarge,r4,2xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1e, us-east-1f",false,false,false,xen,8,x86_64,4,"1,2,3,4",2,"1,2",2.3,61,0,-,-,0,supported,default,Up to 10 Gigabit,supported,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,false,1700,12000,212.5,1700,12000,212.5,0.9 USD per Hour,0.532 USD per Hour,0.632 USD per Hour,0.6472 USD per Hour,0.546 USD per Hour,false,false
m3.2xlarge,m3,2xlarge,"us-east-1b, us-east-1c, us-east-1d, us-east-1e",false,false,false,xen,8,x86_64,4,"1,2,3,4",2,"1,2",2.5,30,160,true,ssd,2,supported,supported,High,unsupported,4,30,0,-,"partition, spread",0,0,true,unsupported,"ebs, instance-store",true,true,-,false,1000,8000,125,1000,8000,125,1.036 USD per Hour,0.532 USD per Hour,0.632 USD per Hour,0.651 USD per Hour,-,false,false
g4ad.2xlarge,g4ad,2xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d",false,false,false,nitro,8,x86_64,4,"2,4",2,"1,2",3,32,300,true,ssd,1,supported,default,Up to 10 Gigabit,required,2,4,4,true,"cluster, partition, spread",1,0,-,unsupported,ebs,true,-,-,true,800,3400,100,3170,13333,396.25,0.90917 USD per Hour,0.54117 USD per Hour,0.66617 USD per Hour,0.65637 USD per Hour,0.55517 USD per Hour,false,false
